a1_after_insert,old,new,note
A1148,,21cdb439-ce85-4cf7-b822-bb30834caff2,row_id=1192 name=Hudong-Zhonghua (Bonny Gas Transport 3)
A1149,,6d41c613-0c26-4dc7-a869-44b79b255709,row_id=1194 name=HD Hyundai Samho (Capital Clean ECC 2)
A1150,,49a6acac-790b-41a2-9c9d-1fee8a12beb9,row_id=1195 name=HD Hyundai Samho (Capital Clean ECC 3)
A1151,,0644bed2-55c0-4006-9628-0b11dd9a2a09,row_id=1196 name=Hudong-Zhonghua (MISC 1)
A1152,,69af9316-44a9-4af8-aa2b-d475485a4be6,row_id=1197 name=Hudong-Zhonghua (MISC 2)
A1153,,e15a1281-f1e9-42ac-a82f-612a7b576384,row_id=1199 name=Hudong-Zhonghua (MISC 4)
A1154,,da30d9aa-ca38-4f4f-9c63-a55494eea7e8,"row_id=1201 name=HD Hyundai HI (HHI) Ulsan (NYK, Ocean Yield 1)"
A1155,,1b70a90b-3d08-453e-b935-d33a159f40fe,"row_id=1202 name=HD Hyundai HI (HHI) Ulsan (NYK, Ocean Yield 2)"
A1156,,5600fd4c-c59e-48e2-b54b-ffdc00ce7159,"row_id=1203 name=HD Hyundai HI (HHI) Ulsan (NYK, Ocean Yield 3)"
A1157,,127e7c6a-b9a5-4b1b-92b2-081ddde4b1e6,"row_id=1204 name=HD Hyundai HI (HHI) Ulsan (NYK, Ocean Yield 4)"
A1158,,20254bb9-3695-4108-95eb-1402db287bc9,row_id=1205 name=Hanwha Ocean (Knutsen OAS 1)
A1159,,d4a2d2e9-c424-40e0-a60c-6c6c73174178,row_id=1206 name=Samsung HI (MISC FSRU)
A1160,,4f55879c-5f54-45dc-9e85-ddd802273262,row_id=1207 name=Samsung HI (TMS Cardiff Gas 1)
A1161,,ec147acf-d253-4e38-9620-f93599aa855f,row_id=1208 name=Samsung HI (TMS Cardiff Gas 2)
A1162,,700ebb13-8e6b-47bb-add3-19f51a4fb477,row_id=1209 name=Samsung HI (Seapeak 1)
A1163,,1c38803d-30f9-4b79-91f3-7f26524b5576,row_id=1210 name=Samsung HI (Seapeak 2)
A1164,,d2ee1661-9421-42af-a7ff-e98e1272a97d,row_id=1211 name=Samsung HI (Seapeak 3)
A1165,,4b183f99-2b6b-4e7b-9b24-449b2cb6aa17,row_id=1212 name=HD Hyundai Samho (BW LNG 1)
A1166,,47f70cda-f6d4-4efc-b4b2-4f26b417b3ca,row_id=1213 name=HD Hyundai Samho (BW LNG 2)
A1167,,2e16e336-c052-4788-bd22-36b435d10f9e,row_id=1214 name=HD Hyundai HI (HHI) (Hayfin 1)
A1168,,e69f224d-abb9-45ee-b443-46b5dbaf3423,row_id=1215 name=HD Hyundai HI (HHI) (Hayfin 2)
A1169,,1576f918-28e2-4029-860f-7dc63f832d53,row_id=1219 name=Hanwha Ocean (Knutsen)
A1170,,2a6f329d-7b1b-4087-8d82-2f2be9817b7c,row_id=1227 name=Hull 2808 (SHI)
A1171,,e5f6c789-6729-4491-a066-3b2d3edb8db9,row_id=303 name=Hull H1925A
A1172,,f144992e-ef54-4398-b575-4ce0b4d01a16,row_id=311 name=Hull H1958A
A1173,,0c647c57-c523-4d1d-93b8-b4836f557555,row_id=312 name=Hull H1959A
A1174,,921d0fbb-9c38-4710-8eb2-2d40e35cab50,row_id=1198 name=Hudong-Zhonghua (MISC 3)
A1175,,8ff24920-fa33-43fb-857c-98faca100a2b,row_id=1200 name=Hudong-Zhonghua (MISC 5)
A1176,,71757247-8c7a-4c26-bb7b-58a5687b9c8c,row_id=290 name=Hull H1912A
A1177,,0d2fd471-7ef8-40a0-9b36-28d4fc47c94d,row_id=293 name=Hull H1915A
A1178,,2f84ce5c-2628-40c0-9d3a-54eaabb5b0fc,row_id=313 name=Hull H1960A
A1179,,95822930-6d40-473d-b888-6955cd434361,row_id=1220 name=Jiangnan (COSCO 1)
A1180,,5cca60e4-dac7-463f-a0ab-e7d45fb915be,row_id=1221 name=Jiangnan (COSCO 2)
A1181,,82e10f09-91ef-4759-9ebe-283b50960f20,row_id=1222 name=Jiangnan (COSCO 3)
A1182,,886964bd-d8e5-40d0-b0e1-83e68fdbe855,row_id=1223 name=Jiangnan (COSCO 4)
A1183,,4786e3eb-f543-4069-be0e-1a0e8568323b,row_id=578 name=Equinor 4
A1184,,9c803209-255a-4cf8-b4dd-e0373584548f,row_id=888 name=Mozambique LNG 01
A1185,,dc8486a4-4991-4451-af14-6d2f72333824,row_id=889 name=Mozambique LNG 02
A1186,,a146bfd4-698e-4953-be14-dd20772b0346,row_id=890 name=Mozambique LNG 03
A1187,,3f03f424-1676-4849-96d3-cba737086981,row_id=891 name=Mozambique LNG 04
A1188,,29c558ba-931a-46d4-9c71-58e78b157a97,row_id=892 name=Mozambique LNG 05
A1189,,3f258213-45f6-4319-b0c9-477625938420,row_id=893 name=Mozambique LNG 06
A1190,,19e255bd-df3e-4f8c-b24b-b9fe8dc7cecc,row_id=894 name=Mozambique LNG 07
A1191,,73fa7727-62df-4283-b86d-3e2ef31692aa,row_id=895 name=Mozambique LNG 08
A1192,,90d492b5-861d-42e2-aeed-1249982ca883,row_id=896 name=Mozambique LNG 09
A1193,,741aa3c1-554b-49d6-80a6-453815352b19,row_id=897 name=Mozambique LNG 10
A1194,,3e9a58c4-a928-4a1d-9751-500a5ef0ccf0,row_id=898 name=Mozambique LNG 11
A1195,,bd8cc039-16c9-48e6-b3d6-ede3b6c0f710,row_id=899 name=Mozambique LNG 12
A1196,,800833b0-a691-4aee-b923-c0ab3a370f40,row_id=900 name=Mozambique LNG 13
A1197,,497c7e25-4489-4701-b6c3-0083ac613e56,row_id=901 name=Mozambique LNG 14
A1198,,59551ff4-2a53-442f-abe0-e987f059c0fd,row_id=902 name=Mozambique LNG 15
A1199,,7a336d80-d43d-4d1a-a3bc-18fe0cb75a25,row_id=903 name=Mozambique LNG 16
A1200,,878fc1de-669c-46f5-ad02-54364f105c70,row_id=904 name=Mozambique LNG 17
A1201,,4cfe3520-4acf-40b5-a1d3-b5ea0608b957,row_id=308 name=Hull H1955A
A1202,,3a1cad28-e922-4f11-9df4-799e8f3ee166,row_id=310 name=Hull H1957A
A1203,,57873b3e-ccba-4423-a603-2985904eaa90,row_id=667 name=Hanwha Philly 2
A1204,,9a86083e-4570-4890-8947-38345c27565c,row_id=1118 name=Woodside Energy 04
A1205,,2bc20fb1-687e-4896-b47e-cc43c709fc55,row_id=1119 name=Woodside Energy 05
A1206,,344a0b07-5837-4da9-8acc-7e8fde9a9a6d,row_id=1120 name=Woodside Energy 06
A1207,,cd86e423-cba3-4d19-ab1e-d7b8a8bd9d3d,row_id=1121 name=Woodside Energy 07
A1208,,f6e25a0e-56a6-4879-ae03-f2ae31b59700,row_id=1122 name=Woodside Energy 08
A1209,,ac5165f8-36f2-4f3b-ba1a-789472e18d73,row_id=1123 name=Woodside Energy 09
A1210,,daf5bc8b-2eba-4064-95c1-d75680c4dcf8,row_id=1124 name=Woodside Energy 10
A1211,,a3282568-b8de-4ccd-a077-94804e151948,row_id=1125 name=Woodside Energy 11
A1212,,f8f6c7cb-4e70-45fa-9f71-64b7aedcc247,row_id=1126 name=Woodside Energy 12
A1213,,195b6a18-41d9-40ac-ae55-1c1592f2d946,row_id=1127 name=Woodside Energy 13
A1214,,5111ca83-3dad-4383-8e30-4883d7a3332f,row_id=1128 name=Woodside Energy 14
A1215,,cb9c80e6-ece0-40ff-8e5e-2d1305e8308b,row_id=1129 name=Woodside Energy 15
A1216,,c7bb41e0-d207-4d27-afa7-840fcd9bfabf,row_id=1130 name=Woodside Energy 16
A1217,,3bec6d39-7edb-4813-b068-ae79590d3212,"row_id=1224 name=Hudong-Zhonghua (CNOOC, CMES, NYK 4)"
A1218,,707a2710-9177-44fb-9d28-cd6c76bd401e,"row_id=1225 name=Hudong-Zhonghua (CNOOC, CMES, NYK 5)"
A1219,,a1266b82-21b7-4bed-aade-b93481896996,"row_id=1226 name=Hudong-Zhonghua (CNOOC, CMES, NYK 6)"
A1220,,2eac57d2-a9f1-42cc-8f99-c559d2db6d14,row_id= name=Samsung HI (Dynagas 1)
A1221,,73d524e8-e53a-4756-a666-cb7fffd1f507,row_id= name=Samsung HI (Dynagas 2)
A1222,,fa553117-e225-45a9-811d-4ba0a623913a,row_id= name=Samsung HI (Dynagas 3)
A1223,,f48d86b0-7a03-4492-af1a-e65f9446f420,row_id= name=Samsung HI (Dynagas 4)
A1224,,cadd349f-070f-45bc-94c6-51f093fba2cc,row_id= name=Hull 3644 (HDHHI)
A1225,,e14dfe12-497e-477a-ad98-58c6d979c8e3,row_id= name=HD Hyundai HI (HDHHI) Ulsan (unknown shipowner)
A1226,,fa4e429f-5b90-4601-be84-8b417e691a43,row_id= name=Hull H2706 (Jiangnan)
A1227,,1cbc9809-03f1-4ee9-a596-98f9d539e803,row_id= name=Hull H2707 (Jiangnan)
A1228,,2c9968d3-091f-49b5-9a2f-ce1b36df7c71,row_id= name=Hull H2708 (Jiangnan)
A1229,,679488e9-bcf3-4f70-aa21-4f3eefb559ac,row_id= name=Hull H2709 (Jiangnan)
A1230,,fc29abaa-ad1c-4f8e-8e94-61c6b3f6eb42,row_id= name=Hull H2858 (Jiangnan)
A1231,,157f55ff-61f7-4c57-a6a6-7f58f7104e1c,row_id= name=Hull H2859 (Jiangnan)
A1232,,d4bbf9e4-1036-478e-9c7a-156a33d7cc7a,unassigned (new appended row)
A1233,,7f02d207-e9ba-4ed1-a9a7-534a39941398,unassigned (new appended row)
A1234,,62e8720c-e6c0-44d2-86fc-10a4e789bb92,unassigned (new appended row)
A1235,,87cc57e5-a8f4-4cf2-8b30-f49b20726cc6,unassigned (new appended row)
A1236,,c8de6769-1086-41a6-9d87-7b1359b10963,unassigned (new appended row)
A1237,,9c3d76ac-86d8-4edd-81da-eddee7d45252,unassigned (new appended row)
A1238,,dc531eba-b51a-4e3e-a393-e855052e3ea0,unassigned (new appended row)
A1239,,0be6f7b8-18f9-4494-adaf-11bb10715dfd,unassigned (new appended row)
A1240,,892591f5-1f3c-4179-addf-3216e839f316,unassigned (new appended row)
A1241,,ecae1e48-81d5-4335-b501-d8fef77e7f7e,unassigned (new appended row)
A1242,,320b0192-b17e-46b1-8c99-922f24fdc71f,unassigned (new appended row)
A1243,,c2b3dfb2-88d9-47b0-a9af-6f58fcf19525,unassigned (new appended row)
A1244,,23d935f5-5dd4-4958-8ede-a26389356c6e,unassigned (new appended row)
A1245,,29c7db9c-764a-466e-ba36-556ae3f1f012,unassigned (new appended row)
A1246,,b7f4fca1-52ef-43cb-9061-32394628a1d6,unassigned (new appended row)
A1247,,131b1529-ae84-4677-ad5c-6910275a5c60,unassigned (new appended row)
A1248,,05e3bc47-f10c-43ec-a0bb-e48ab676dd54,unassigned (new appended row)
A1249,,e8a73e29-0194-47f4-a186-34b7e904137c,unassigned (new appended row)
A1250,,abc6d47c-31f5-4326-af12-fa288fa59fe0,unassigned (new appended row)
A1251,,cb2cadaf-0a81-4af4-a231-e935b32d2217,unassigned (new appended row)
